sample_no,SampleID,Method,Rt1,Rt2,QuantSN,QuantMass,QuantArea,Concentration,MolecularFormula,Monoiso_Mass,Smiles,IDLevel,Name,CAS
229,10 229,GC,40.631,GC only,Qualitative,359.8415,8153,Qualitative,C12H4Cl6,357.8449,Clc1ccc(c2cc(Cl)c(Cl)c(Cl)c2)c(Cl)c1Cl,2,PCB-157,69782-90-7
230,16 229,GC,44.171999999999898,GC only,Qualitative,429.76089999999999,11279,Qualitative,C12H2Cl8,425.767,Clc1ccc(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,3,PCB-195,52663-78-2
234,17 234,GC,44.171999999999898,GC only,Qualitative,429.76089999999999,1042,Qualitative,C12H2Cl8,425.767,Clc1ccc(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,3,PCB-195,52663-78-2
228,16 228,GC,44.171999999999898,GC only,Qualitative,429.76089999999999,22343,Qualitative,C12H2Cl8,425.767,Clc1ccc(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,3,PCB-195,52663-78-2
233,17 233,GC,44.171999999999898,GC only,Qualitative,429.76089999999999,1237,Qualitative,C12H2Cl8,425.767,Clc1ccc(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,3,PCB-195,52663-78-2
231,18 231,GC,44.171999999999898,GC only,Qualitative,429.76089999999999,32059,Qualitative,C12H2Cl8,425.767,Clc1ccc(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,NA,PCB-195,52663-78-2
232,18 232,GC,44.171999999999898,GC only,Qualitative,429.76089999999999,137807,Qualitative,C12H2Cl8,425.767,Clc1ccc(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,3,PCB-195,52663-78-2
229,16 229,GC,44.171999999999898,GC only,Qualitative,429.76089999999999,11279,Qualitative,C12H2Cl8,425.767,Clc1ccc(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,3,PCB-195,52663-78-2
230,18 229,GC,46.32,GC only,Qualitative,78.919899999999998,5661,Qualitative,C12H5Br5O,559.62630000000001,Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,2,Pentabromodiphenyl Ether,60348-60-9
234,19 234,GC,46.32,GC only,Qualitative,78.919899999999998,14114,Qualitative,C12H5Br5O,559.62630000000001,Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,2,Pentabromodiphenyl Ether,60348-60-9
228,18 228,GC,46.32,GC only,Qualitative,78.919899999999998,10533,Qualitative,C12H5Br5O,559.62630000000001,Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,2,Pentabromodiphenyl Ether,60348-60-9
233,19 233,GC,46.32,GC only,Qualitative,78.919899999999998,3636,Qualitative,C12H5Br5O,559.62630000000001,Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,2,Pentabromodiphenyl Ether,60348-60-9
231,20 231,GC,46.32,GC only,Qualitative,78.919899999999998,73992,Qualitative,C12H5Br5O,559.62630000000001,Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,NA,Pentabromodiphenyl Ether,60348-60-9
232,20 232,GC,46.32,GC only,Qualitative,78.919899999999998,4868,Qualitative,C12H5Br5O,559.62630000000001,Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,2,Pentabromodiphenyl Ether,60348-60-9
229,18 229,GC,46.32,GC only,Qualitative,78.919899999999998,5661,Qualitative,C12H5Br5O,559.62630000000001,Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,2,Pentabromodiphenyl Ether,60348-60-9
223,NA,LC,19.309999999999899,NA,NA,240.208699999999,NA,NA,C15H28O2,NA,O=C1CCCCCCCCCCCCCCO1,2,Pentadecan-15-olide,106-02-5
229,NA,LC,7.4,lc,Qualitative,349.12139999999903,NA,Qualitative,C23H15N3O,NA,O=c1c(cc(cn1-c1ccccc1)-c1ccccn1)-c1ccccc1C#N,3,Perampanel,380917-97-5
228,NA,LC+,NA,NA,NA,NA,NA,NA,C12HF23O1,NA,NA,2,Perfluorododecanoate,171978-95-3
229,NA,LC+,NA,NA,NA,NA,NA,NA,C12HF23O2,NA,NA,2,Perfluorododecanoate,171978-95-3
237,NA,LC+,NA,NA,NA,NA,NA,NA,C12HF23O2,NA,NA,2,Perfluorododecanoic acid,307-55-1
228,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Perfluorohexanesulfonic acid,355-46-4
229,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Perfluorohexanesulfonic acid,355-46-4
237,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Perfluorohexanesulfonic acid,355-46-4
241,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Perfluorooctanesulfonamide,754-91-6
228,not applicable,LC,16.55,LC,Qualitative,499.93729999999903,NA,Qualitative,C8HF17O3S,not applicable,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3,Perfluorooctanesulfonic acid,1763-23-1
238,2457 238,GCxGC,2.8365162037037036E-2,0.15085699999999899,210,BPI(252.093190Â±3ppm),536942,244.63102194463301,C20H12,252.093899999999,c1cc2cccc3c4cccc5cccc(c(c1)c23)c45,2,Perylene,198-55-0
237,1673 237,GCxGC,2.8365162037037036E-2,0.14399999999999899,710,BPI(252.093362Â±3ppm),599283,45.634480469597797,C20H12,252.093899999999,c1cc2cccc3c4cccc5cccc(c(c1)c23)c45,2,Perylene,198-55-0
241,1768 241,GCxGC,2.8526967592592597E-2,0.92571599999999898,753,BPI(252.093291Â±3ppm),89615,39.928878787147603,C20H12,252.093899999999,c1cc2cccc3c4cccc5cccc(c(c1)c23)c45,2,Perylene,198-55-0
238,967 239,GCxGC,2.8324652777777778E-2,0.14807000000000001,42,BPI(252.093507Â±3ppm),57946,14.4847665355648,C20H12,252.093899999999,c1cc2cccc3c4cccc5cccc(c(c1)c23)c45,2,Perylene,198-55-0
243,*122 243,GCxGC,2.8324652777777778E-2,0.164572,66,BPI(252.09285Â±0.00100),131038,5.48800182470469,C20H12,252.093899999999,c1cc2cccc3c4cccc5cccc(c(c1)c23)c45,2,Perylene,198-55-0
243,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,PFHxA,307-24-4
237,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,PFHxA,307-24-4
241,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,PFHxA,307-24-4
238,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,PFHxA,307-24-4
237,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,PFNS,474511-07-4
228,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,PFNS,474511-07-4
229,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,PFNS,474511-07-4
222,*42 222,GCxGC,1.4562731481481482E-2,2.496,1052,BPI(105.03311Â±0.00100),4153872,19931.700393415998,C12H12O5,236.0685,CC(=O)OC(OC(C)=O)C(=O)c1ccccc1,2,Phenacylidene diacetate,5062-30-6
230,*42 230,GCxGC,1.4562731481481482E-2,2.496,108,BPI(105.03311Â±0.00100),266032,57.572320964910297,C12H12O5,236.0685,CC(=O)OC(OC(C)=O)C(=O)c1ccccc1,2,Phenacylidene diacetate,5062-30-6
229,*29 229,GCxGC,1.4562731481481482E-2,2.5028600000000001,81,BPI(105.03311Â±0.00100),122574,36.380632523601001,C12H12O5,236.0685,CC(=O)OC(OC(C)=O)C(=O)c1ccccc1,2,Phenacylidene diacetate,5062-30-6
228,844 228,GCxGC,1.4562731481481482E-2,2.48915,90,BPI(105.033654Â±3ppm),99100,25.937134379808999,C12H12O5,236.0685,CC(=O)OC(OC(C)=O)C(=O)c1ccccc1,2,Phenacylidene diacetate,5062-30-6
232,*27 232,GCxGC,1.4562731481481482E-2,2.48915,20,BPI(105.03311Â±0.00100),18613,16.733270561468,C12H12O5,236.0685,CC(=O)OC(OC(C)=O)C(=O)c1ccccc1,2,Phenacylidene diacetate,5062-30-6
237,*51 237,GCxGC,1.4562731481481482E-2,2.48915,16,BPI(105.03311Â±0.00100),18079,1.6950121485324301,C12H12O5,236.0685,CC(=O)OC(OC(C)=O)C(=O)c1ccccc1,2,Phenacylidene diacetate,5062-30-6
243,*52 243,GCxGC,1.4562731481481482E-2,2.48915,16,BPI(105.03311Â±0.00100),15806,0.79353300821440098,C12H12O5,236.0685,CC(=O)OC(OC(C)=O)C(=O)c1ccccc1,2,Phenacylidene diacetate,5062-30-6
238,780 238,GCxGC,1.4805555555555556E-2,2.87235,79,BPI(180.057113Â±3ppm),43534,15.057300509704801,C13H8O,180.0575,O=C1C=Cc2cccc3cccc1c23,2,Phenalen-1-one,548-39-0
237,555 237,GCxGC,1.4846064814814814E-2,2.8515299999999901,81,BPI(180.057244Â±3ppm),86414,8.1018186737807305,C13H8O,180.0575,O=C1C=Cc2cccc3cccc1c23,2,Phenalen-1-one,548-39-0
241,613 241,GCxGC,1.4967476851851852E-2,3.3715199999999901,146,BPI(180.057064Â±3ppm),10954,5.5009440968941501,C13H8O,180.0575,O=C1C=Cc2cccc3cccc1c23,2,Phenalen-1-one,548-39-0
243,712 243,GCxGC,1.4805555555555556E-2,2.8716200000000001,66,BPI(180.057074Â±3ppm),37928,1.9041579106387301,C13H8O,180.0575,O=C1C=Cc2cccc3cccc1c23,2,Phenalen-1-one,548-39-0
237,*57 237,GCxGC,1.545324074074074E-2,2.8045800000000001,363,BPI(178.07785Â±0.00100),883753,82.857020371811799,C14H10,178.07830000000001,c1ccc2c(c1)ccc3ccccc23,2,Phenanthrene,85-01-8
241,*11 241,GCxGC,1.5615046296296295E-2,3.2982900000000002,335,BPI(178.07785Â±0.00100),151110,75.885307876727694,C14H10,178.07830000000001,c1ccc2c(c1)ccc3ccccc23,2,Phenanthrene,85-01-8
238,*29 239,GCxGC,1.545324074074074E-2,2.8045800000000001,84,BPI(178.07785Â±0.00100),130966,40.258335024007501,C14H10,178.07830000000001,c1ccc2c(c1)ccc3ccccc23,2,Phenanthrene,85-01-8
234,517 234,GCxGC,1.545324074074074E-2,2.81388999999999,31,BPI(178.078395Â±3ppm),33213,37.138315709788202,C14H10,178.07830000000001,c1ccc2c(c1)ccc3ccccc23,2,Phenanthrene,85-01-8
232,*29 232,GCxGC,1.545324074074074E-2,2.8114300000000001,14,BPI(178.07785Â±0.00100),22224,19.9795951731621,C14H10,178.07830000000001,c1ccc2c(c1)ccc3ccccc23,2,Phenanthrene,85-01-8
243,*56 243,GCxGC,1.545324074074074E-2,2.8115000000000001,145,BPI(178.07785Â±0.00100),287782,14.447963821963601,C14H10,178.07830000000001,c1ccc2c(c1)ccc3ccccc23,2,Phenanthrene,85-01-8
240,*18 240,GCxGC,1.545324074074074E-2,2.8045800000000001,24,BPI(178.07725Â±0.00100),33547,6.3699576943817799,C14H10,178.07830000000001,c1ccc2c(c1)ccc3ccccc23,2,Phenanthrene,85-01-8
238,*68 238,GCxGC,1.545324074074074E-2,2.8182900000000002,455,BPI(178.07785Â±0.00100),1531315,-0.96,C14H10,178.07830000000001,c1ccc2c(c1)ccc3ccccc23,2,Phenanthrene,85-01-8
238,1213 238,GCxGC,1.8934143518518517E-2,2.69485999999999,82,BPI(206.109011Â±3ppm),128671,58.622566729065703,C16H14,206.1096,Cc1cccc2ccc3cccc(C)c3c12,2,"Phenanthrene, 4,5-dimethyl- (8CI)(9CI)",3674-69-9
241,986 241,GCxGC,1.9096064814814816E-2,3.1417299999999901,102,BPI(206.108981Â±3ppm),19634,8.7481292875841898,C16H14,206.1096,Cc1cccc2ccc3cccc(C)c3c12,2,"Phenanthrene, 4,5-dimethyl- (8CI)(9CI)",3674-69-9
238,488 239,GCxGC,1.8934143518518517E-2,2.68506,40,BPI(206.108898Â±3ppm),22291,5.5720831609477104,C16H14,206.1096,Cc1cccc2ccc3cccc(C)c3c12,2,"Phenanthrene, 4,5-dimethyl- (8CI)(9CI)",3674-69-9
237,874 237,GCxGC,1.8934143518518517E-2,2.68242,117,BPI(206.108934Â±3ppm),65350,4.9763021789174999,C16H14,206.1096,Cc1cccc2ccc3cccc(C)c3c12,2,"Phenanthrene, 4,5-dimethyl- (8CI)(9CI)",3674-69-9
243,1126 243,GCxGC,1.8934143518518517E-2,2.6811400000000001,64,BPI(206.109125Â±3ppm),95236,3.9885784411970202,C16H14,206.1096,Cc1cccc2ccc3cccc(C)c3c12,2,"Phenanthrene, 4,5-dimethyl- (8CI)(9CI)",3674-69-9
241,*14 241,GCxGC,1.7274652777777778E-2,3.2160000000000002,69,BPI(192.09265Â±0.00100),42733,21.459909082762199,C15H12,192.093899999999,NA,3,"Phenanthrene, methyl-",NA
240,90 240,GCxGC,7.2769675925925927E-3,2.3513600000000001,60,BPI(171.952076Â±3ppm),54682,8.8226088022794595,C6H5BrO,171.95240000000001,Oc1cccc(Br)c1,2,"Phenol, 3-bromo-",591-20-8
243,*20 243,GCxGC,7.2364583333333335E-3,2.36572,14,BPI(171.95155Â±0.00100),27424,1.16871842792336,C6H5BrO,171.95240000000001,Oc1cccc(Br)c1,2,"Phenol, 3-bromo-",591-20-8
234,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Phenol, 4,4'-[1,3-phenylenebis(1-methylethylidene)]bis-",13595-25-0
233,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Phenol, 4,4'-[1,3-phenylenebis(1-methylethylidene)]bis-",13595-25-0
232,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Phenol, 4,4'-[1,3-phenylenebis(1-methylethylidene)]bis-",13595-25-0
238,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Phenol, 4,4'-[1,3-phenylenebis(1-methylethylidene)]bis-",13595-25-0
237,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Phenol, 4,4'-[1,3-phenylenebis(1-methylethylidene)]bis-",13595-25-0
240,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Phenol, 4,4'-[1,3-phenylenebis(1-methylethylidene)]bis-",13595-25-0
221,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Phenol, 4,4'-[1,3-phenylenebis(1-methylethylidene)]bis-",13595-25-0
225,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Phenol, 4,4'-[1,3-phenylenebis(1-methylethylidene)]bis-",13595-25-0
222,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Phenol, 4,4'-[1,3-phenylenebis(1-methylethylidene)]bis-",13595-25-0
223,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Phenol, 4,4'-[1,3-phenylenebis(1-methylethylidene)]bis-",13595-25-0
220,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Phenol, 4,4'-[1,3-phenylenebis(1-methylethylidene)]bis-",13595-25-0
223,NA,LC,5.3,NA,NA,119.0369,NA,NA,C7H5NO,NA,O=C=Nc1ccccc1,2,Phenyl isocyanate,103-71-9
224,*11 224,GCxGC,5.2127314814814814E-3,1.98856999999999,58,BPI(77.03805Â±0.00100),114230,341.85246146939897,C8H6O2,134.0368,O=CC(=O)c1ccccc1,2,Phenylglyoxal,1074-12-0
221,*5 221,GCxGC,5.2127314814814814E-3,1.9817199999999899,39,BPI(77.03805Â±0.00100),75104,284.26680292578601,C8H6O2,134.0368,O=CC(=O)c1ccccc1,2,Phenylglyoxal,1074-12-0
225,*9 225,GCxGC,5.2127314814814814E-3,1.98856999999999,32,BPI(77.03805Â±0.00100),53822,258.62595053037398,C8H6O2,134.0368,O=CC(=O)c1ccccc1,2,Phenylglyoxal,1074-12-0
223,*6 223,GCxGC,5.172222222222223E-3,1.99543,25,BPI(77.03805Â±0.00100),59360,194.790598465892,C8H6O2,134.0368,O=CC(=O)c1ccccc1,3,Phenylglyoxal,1074-12-0
219,*7 219,GCxGC,5.172222222222223E-3,2.0022899999999901,33,BPI(77.03805Â±0.00100),93940,136.52581477309801,C8H6O2,134.0368,O=CC(=O)c1ccccc1,2,Phenylglyoxal,1074-12-0
220,*10 220,GCxGC,5.2127314814814814E-3,1.98856999999999,58,BPI(77.03805Â±0.00100),138658,120.703110548181,C8H6O2,134.0368,O=CC(=O)c1ccccc1,2,Phenylglyoxal,1074-12-0
228,*9 228,GCxGC,5.2127314814814814E-3,1.98856999999999,51,BPI(77.03805Â±0.00100),174891,44.0943440609879,C8H6O2,134.0368,O=CC(=O)c1ccccc1,2,Phenylglyoxal,1074-12-0
232,*11 232,GCxGC,5.2127314814814814E-3,1.9955000000000001,10,BPI(77.03805Â±0.00100),39784,34.581255323732698,C8H6O2,134.0368,O=CC(=O)c1ccccc1,2,Phenylglyoxal,1074-12-0
230,*12 230,GCxGC,5.2127314814814814E-3,1.99543,49,BPI(77.03805Â±0.00100),189522,26.5637205344159,C8H6O2,134.0368,O=CC(=O)c1ccccc1,2,Phenylglyoxal,1074-12-0
233,*8 233,GCxGC,5.172222222222223E-3,2.0023599999999901,11,BPI(77.03805Â±0.00100),33974,23.3113092442028,C8H6O2,134.0368,O=CC(=O)c1ccccc1,2,Phenylglyoxal,1074-12-0
229,*10 229,GCxGC,5.172222222222223E-3,2.0022899999999901,20,BPI(77.03805Â±0.00100),70277,18.6283212934141,C8H6O2,134.0368,O=CC(=O)c1ccccc1,2,Phenylglyoxal,1074-12-0
219,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Phosphonic acid, (tridecafluorohexyl)-",
220,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Phosphonic acid, (tridecafluorohexyl)-",
231,1335 231,GCxGC,2.484363425925926E-2,1.9817199999999899,1163,BPI(149.023247Â±3ppm),868242,2687.5406849275601,C24H38O4,390.27699999999902,CCCC(CCC)COC(=O)c1ccccc1C(=O)OCC(CCC)CCC,NA,"Phthalic acid, di(2-propylpentyl) ester",NA
233,1145 233,GCxGC,2.484363425925926E-2,1.99543,528,BPI(149.023455Â±3ppm),404841,422.28434152375598,C24H38O4,390.27699999999902,CCCC(CCC)COC(=O)c1ccccc1C(=O)OCC(CCC)CCC,2,"Phthalic acid, di(2-propylpentyl) ester",NA
241,*27 241,GCxGC,2.484363425925926E-2,2.3039999999999901,677,BPI(149.02265Â±0.00100),372783,166.09727412720201,C24H38O4,390.27699999999902,CCCC(CCC)COC(=O)c1ccccc1C(=O)OCC(CCC)CCC,2,"Phthalic acid, di(2-propylpentyl) ester",NA
228,1594 228,GCxGC,2.4762731481481479E-2,2.00915,1672,BPI(149.023234Â±3ppm),1796942,472.12578078481903,C24H38O4,390.27699999999902,CC(C)CCCC(C)OC(=O)c1ccccc1C(=O)OC(C)CCCC(C)C,2,"Phthalic acid, di(6-methylhept-2-yl) ester",NA
234,1052 234,GCxGC,2.480324074074074E-2,2.00915,852,BPI(149.023314Â±3ppm),484119,320.67104456099401,C24H38O4,390.27699999999902,CC(C)CCCC(C)OC(=O)c1ccccc1C(=O)OC(C)CCCC(C)C,2,"Phthalic acid, di(6-methylhept-2-yl) ester",NA
224,*60 224,GCxGC,2.4722222222222225E-2,2.0022899999999901,799,BPI(149.02285Â±0.00100),3341022,11227.9861003757,C23H36O4,376.26139999999901,CCCCCCCCOC(=O)c1ccccc1C(=O)OC(CC)CCCC,2,"Phthalic acid, hept-3-yl octyl ester",NA
232,1210 232,GCxGC,2.484363425925926E-2,1.98856999999999,661,BPI(149.023356Â±3ppm),677327,440.54522143588201,C23H36O4,376.26139999999901,CCCCCCCCOC(=O)c1ccccc1C(=O)OC(CC)CCCC,2,"Phthalic acid, hept-3-yl octyl ester",NA
237,*110 237,GCxGC,2.4722222222222225E-2,2.0092099999999902,803,BPI(149.02285Â±0.00100),3582129,272.773624297835,C23H36O4,376.26139999999901,CCCCCCCCOC(=O)c1ccccc1C(=O)OC(CC)CCCC,2,"Phthalic acid, hept-3-yl octyl ester",NA
229,*49 229,GCxGC,2.480324074074074E-2,2.0022899999999901,221,BPI(149.02285Â±0.00100),556136,249.70028700877899,C23H36O4,376.26139999999901,CCCCCCCCOC(=O)c1ccccc1C(=O)OC(CC)CCCC,2,"Phthalic acid, hept-3-yl octyl ester",NA
243,*108 243,GCxGC,2.4722222222222225E-2,2.016,1092,BPI(149.02285Â±0.00100),4361929,182.68192670242399,C23H36O4,376.26139999999901,CCCCCCCCOC(=O)c1ccccc1C(=O)OC(CC)CCCC,2,"Phthalic acid, hept-3-yl octyl ester",NA
240,*31 240,GCxGC,2.4722222222222225E-2,2.00915,193,BPI(149.02285Â±0.00100),452252,66.599024838491601,C23H36O4,376.26139999999901,CCCCCCCCOC(=O)c1ccccc1C(=O)OC(CC)CCCC,2,"Phthalic acid, hept-3-yl octyl ester",NA
238,*64 239,GCxGC,2.4722222222222225E-2,2.0092099999999902,157,BPI(149.02285Â±0.00100),255576,63.886354400537101,C23H36O4,376.26139999999901,CCCCCCCCOC(=O)c1ccccc1C(=O)OC(CC)CCCC,2,"Phthalic acid, hept-3-yl octyl ester",NA
242,*18 242,GCxGC,2.4722222222222225E-2,2.00928,129,BPI(149.02285Â±0.00100),220780,34.0457803791953,C23H36O4,376.26139999999901,CCCCCCCCOC(=O)c1ccccc1C(=O)OC(CC)CCCC,2,"Phthalic acid, hept-3-yl octyl ester",NA
238,*126 238,GCxGC,2.4722222222222225E-2,2.01614,1180,BPI(149.02285Â±0.00100),6140293,1.08,C23H36O4,376.26139999999901,CCCCCCCCOC(=O)c1ccccc1C(=O)OC(CC)CCCC,2,"Phthalic acid, hept-3-yl octyl ester",NA
238,2210 238,GCxGC,2.6584143518518514E-2,2.00915,168,BPI(149.023272Â±3ppm),336111,153.132326055389,C22H34O4,362.2457,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCC,2,"Phthalic acid, nonyl 2-pentyl ester",NA
237,1504 237,GCxGC,2.6624652777777782E-2,2.0640000000000001,280,BPI(149.023345Â±3ppm),145721,11.0964304485698,C22H34O4,362.2457,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCC,2,"Phthalic acid, nonyl 2-pentyl ester",NA
225,NA,LC,8.9,NA,NA,147.03190000000001,NA,NA,C8H5NO2,NA,O=C1NC(=O)c2ccccc12,2,Phthalimide,85-41-6
220,NA,LC,8.8699999999999903,NA,NA,147.03200000000001,NA,NA,C8H5NO2,NA,O=C1NC(=O)c2ccccc12,2,Phthalimide,85-41-6
229,NA,LC,11.53,lc,Qualitative,400.23649999999901,NA,Qualitative,C23H32N2O4,NA,CCc1cc(C)cc(CC)c1-c1c(OC(=O)C(C)(C)C)n2CCOCCn2c1=O,3,Pinoxaden,243973-20-8
233,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Potassium 4,4'-(hexafluoroisopropylidene)diphenolate",25088-69-1
231,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Potassium 4,4'-(hexafluoroisopropylidene)diphenolate",25088-69-1
232,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Potassium 4,4'-(hexafluoroisopropylidene)diphenolate",25088-69-1
237,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Potassium 4,4'-(hexafluoroisopropylidene)diphenolate",25088-69-1
221,NA,LC,17.07,NA,NA,266.15499999999901,NA,NA,C12H26O4S,NA,CCCCCCCCCCCCOS(O)(=O)=O,2,Potassium dodecyl sulphate,4706-78-9
219,NA,LC,16.87,NA,NA,266.15550000000002,NA,NA,C12H26O4S,NA,CCCCCCCCCCCCOS(O)(=O)=O,3,Potassium dodecyl sulphate,4706-78-9
220,NA,LC,17.23,NA,NA,266.15570000000002,NA,NA,C12H26O4S,NA,CCCCCCCCCCCCOS(O)(=O)=O,2,Potassium dodecyl sulphate,4706-78-9
228,not applicable,LC,17.77,LC,Qualitative,516.30970000000002,NA,Qualitative,C31H48O2S2,not applicable,CC(C)(Sc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)Sc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,3,Probucol,23288-49-5
232,14.87,LC,NA,NA,NA,NA,NA,NA,NA,mz 201.14952,CCCCC(CC)COC(=O)[C@H](C)O,3,"Propanoic acid, 2-hydroxy-, 2-ethylhexyl ester, (2S)-",186817-80-1
221,NA,LC,5.736629486,NA,NA,260.1644569,8757.553,NA,C16H21NO2,NA,CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,2,Propranolol,525-66-6
225,NA,LC,5.7308630000000003,NA,NA,260.16500000000002,451.6073,NA,C16H21NO2,NA,CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,2,Propranolol,525-66-6
219,NA,LC,5.7385082240000003,NA,NA,260.16458510000001,14137.52441,NA,C16H21NO2,NA,CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,2,Propranolol,525-66-6
224,NA,LC,5.7359349999999898,NA,NA,260.1653,3774.271,NA,C16H21NO2,NA,CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,2,Propranolol,525-66-6
222,NA,LC,5.7332669999999899,NA,NA,260.16359999999901,599.4034,NA,C16H21NO2,NA,CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,2,Propranolol,525-66-6
223,NA,LC,5.7385082240000003,NA,NA,260.16458510000001,3485.569,NA,C16H21NO2,NA,CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,2,Propranolol,525-66-6
220,NA,LC,5.7385082240000003,NA,NA,260.16469000000001,8535.916992,NA,C16H21NO2,NA,CC(C)NCC(O)COC1=C2C=CC=CC2=CC=C1,2,Propranolol,525-66-6
229,NA,LC,10.76,lc,Qualitative,386.24509999999901,NA,Qualitative,C24H34O4,NA,CC12CCC3C(C4CC4C4(O)CC(O)CCC34C)C1C1CC1C2(O)C#CCO,3,PUBCHEM_13075981,82543-17-7
238,*44 239,GCxGC,1.9986574074074073E-2,3.10629,355,BPI(202.07725Â±0.00100),820008,204.977469321358,C16H10,202.07830000000001,c1cc2ccc3cccc4ccc(c1)c2c34,2,Pyrene,129-00-0
241,*20 241,GCxGC,2.0188888888888888E-2,0.185143,634,BPI(202.07725Â±0.00100),368009,163.970169654404,C16H10,202.07830000000001,c1cc2ccc3cccc4ccc(c1)c2c34,2,Pyrene,129-00-0
237,*80 237,GCxGC,1.9986574074074073E-2,3.1131500000000001,689,BPI(202.07725Â±0.00100),1793963,136.60752847432801,C16H10,202.07830000000001,c1cc2ccc3cccc4ccc(c1)c2c34,2,Pyrene,129-00-0
243,*79 243,GCxGC,1.9946064814814816E-2,3.1337199999999901,191,BPI(202.07725Â±0.00100),297274,12.4501309119283,C16H10,202.07830000000001,c1cc2ccc3cccc4ccc(c1)c2c34,2,Pyrene,129-00-0
240,432 240,GCxGC,1.9986574074074073E-2,3.10887,75,BPI(202.077960Â±3ppm),43125,6.3506251960410296,C16H10,202.07830000000001,c1cc2ccc3cccc4ccc(c1)c2c34,2,Pyrene,129-00-0
238,*92 238,GCxGC,1.9986574074074073E-2,3.12,551,BPI(202.07725Â±0.00100),2056486,1.23,C16H10,202.07830000000001,c1cc2ccc3cccc4ccc(c1)c2c34,2,Pyrene,129-00-0
221,12 221,GCxGC,3.674652777777778E-3,2.29148,45,BPI(79.041706Â±3ppm),24721,93.568380314342207,C6H7NS,125.0299,CSc1ccccn1,2,"Pyridine, 2-(methylthio)-",18438-38-5
